auteur,texte,commentaires,Date
https://uv.bf/retrait-des-ordinateurs-de-marque-hp.../,"L’Université Virtuelle du Burkina Faso (UV-BF) informe les étudiants dont les noms figurent sur les listes ci-dessous qu'ils peuvent passer à l'Espace Numérique Ouvert de Karpala, ce Mardi 28 Novembre 2023 afin de récupérer leurs ordinateurs (Marques HP Celeron).
La remise des ordinateurs se fait au sein de l'Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
- Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
- Pour le retrait pour une tierce personne, vous devez disposer d'une procuration en bonne et due forme.
Consulter la liste ici : https://uv.bf/retrait-des-ordinateurs-de-marque-hp.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
https://uv.bf/retrait-des-puces-telephoniques-afin-de.../,"Retrait des puces téléphoniques afin de bénéficier de la connexion gratuite (Mégas de connexion) – Villes de BANFORA et DEDOUGOU.
Dans le cadre de l’accompagnement des étudiants avec la connexion internet, l’Université Virtuelle du Burkina Faso (UV-BF) met à la disposition de ses étudiants des Cartes SIM ORANGE (puces téléphoniques) dédiées qui seront rechargées à hauteur de 10 Go/mois.
A cet effet, elle invite ses étudiants des villes de BANFORA et DEDOUGOU, dont les noms suivent a se rendre du 22 au 23 Aout 2024, au differents lieux indiqués par ville, pour le retrait de leurs Cartes SIM.
Le lieu de retrait pour chaque ville est précisé sur chaque liste.
Consulter les listes sur notre site internet : https://uv.bf/retrait-des-puces-telephoniques-afin-de.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
https://www.1jeune1emploi.com/telechargement-du-c,"𝐋'𝐀𝐔𝐅 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 𝐅𝐚𝐬𝐨, à travers son 𝗖𝗲𝗻𝘁𝗿𝗲 𝗱’𝗘𝗺𝗽𝗹𝗼𝘆𝗮𝗯𝗶𝗹𝗶𝘁𝗲́ 𝗙𝗿𝗮𝗻𝗰𝗼𝗽𝗵𝗼𝗻𝗲 (𝗖𝗘𝗙) 𝗱𝗲 𝗢𝘂𝗮𝗴𝗮𝗱𝗼𝘂𝗴𝗼𝘂, recrute, dans le cadre de son programme d'activités pour 2024, 𝟮𝟬𝟬 𝗲́𝘁𝘂𝗱𝗶𝗮𝗻𝘁𝘀 𝗲𝘁 𝗷𝗲𝘂𝗻𝗲𝘀 𝗱𝗶𝗽𝗹𝗼̂𝗺𝗲́𝘀 pour un accompagnement global à l’insertion professionnelle et à l’entrepreneuriat.
Pour plus d’informations et pour  participer au recrutement, 𝙨𝙘𝙖𝙣𝙣𝙚𝙯 𝙡𝙚 𝙌𝙍 𝙘𝙤𝙙𝙚 𝙨𝙪𝙧 𝙡𝙚 𝙫𝙞𝙨𝙪𝙚𝙡 ou 𝙘𝙡𝙞𝙦𝙪𝙚𝙯 𝙨𝙪𝙧 𝙡𝙚 𝙡𝙞𝙚𝙣 𝙘𝙞-𝙙𝙚𝙨𝙨𝙤𝙪𝙨 :
Inscription au programme:
https://www.1jeune1emploi.com/telechargement-du-c… En voir plus",['Commentaires non disponibles'],
https://www.1jeune1emploi.com/telechargement-du-communique/,"𝐋'𝐀𝐔𝐅 𝐁𝐮𝐫𝐤𝐢𝐧𝐚 𝐅𝐚𝐬𝐨, à travers son 𝗖𝗲𝗻𝘁𝗿𝗲 𝗱’𝗘𝗺𝗽𝗹𝗼𝘆𝗮𝗯𝗶𝗹𝗶𝘁𝗲́ 𝗙𝗿𝗮𝗻𝗰𝗼𝗽𝗵𝗼𝗻𝗲 (𝗖𝗘𝗙) 𝗱𝗲 𝗢𝘂𝗮𝗴𝗮𝗱𝗼𝘂𝗴𝗼𝘂, recrute, dans le cadre de son programme d'activités pour 2024, 𝟮𝟬𝟬 𝗲́𝘁𝘂𝗱𝗶𝗮𝗻𝘁𝘀 𝗲𝘁 𝗷𝗲𝘂𝗻𝗲𝘀 𝗱𝗶𝗽𝗹𝗼̂𝗺𝗲́𝘀 pour un accompagnement global à l’insertion professionnelle et à l’entrepreneuriat.
Pour plus d’informations et pour  participer au recrutement, 𝙨𝙘𝙖𝙣𝙣𝙚𝙯 𝙡𝙚 𝙌𝙍 𝙘𝙤𝙙𝙚 𝙨𝙪𝙧 𝙡𝙚 𝙫𝙞𝙨𝙪𝙚𝙡 ou 𝙘𝙡𝙞𝙦𝙪𝙚𝙯 𝙨𝙪𝙧 𝙡𝙚 𝙡𝙞𝙚𝙣 𝙘𝙞-𝙙𝙚𝙨𝙨𝙤𝙪𝙨 :
Inscription au programme:
https://www.1jeune1emploi.com/telechargement-du-communique/
AUF - Afrique de l'Ouest Université Joseph Ki-Zerbo Universite  Norbert  ZONGO Université Virtuelle du Burkina Faso - UVBF Université Thomas Sankara officiel Université AUBE Nouvelle U Auben ISIG International Université Nazi BONI Institut Supérieur Privé Polytechnique - ISPP Officiel IMPACT Plus Portail Burkinapmepmi",,
https://www.campusfaso.bf/,"Le Président de l'Université Virtuelle du Burkina Faso (UV-BF) porte à la connaissance des étudiants des filières Physiques et Ingénierie de l'Energie, Chimie, SVT que les réinscriptions administrative et pédagogique en L1 (redoublants) et L2 (admis et redoublants) au titre de l'année académique 2023-2024 sont ouvertes en ligne sur la plateforme Campusfaso (https://www.campusfaso.bf/) du mardi 02 au vendredi 12 Avril 2024 inclus.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !
𝙉𝙤𝙪𝙨 𝙥𝙖𝙨𝙨𝙤𝙣𝙨 𝙗𝙚𝙖𝙪𝙘𝙤𝙪𝙥 𝙙'𝙞𝙣𝙛𝙤𝙧𝙢𝙖𝙩𝙞𝙤𝙣 𝙨𝙪𝙧 𝙣𝙤𝙨 𝙨𝙩𝙖𝙩𝙪𝙩𝙨, 𝙫𝙚𝙪𝙞𝙡𝙡𝙚𝙯 𝙚𝙣𝙧𝙚𝙜𝙞𝙨𝙩𝙧𝙚𝙧 𝙣𝙤𝙩𝙧𝙚 𝙣𝙪𝙢𝙚́𝙧𝙤 52654045 𝙚𝙩 𝙣𝙤𝙪𝙨 𝙚𝙣𝙫𝙤𝙮𝙚𝙧 𝙫𝙤𝙩𝙧𝙚 𝙣𝙤𝙢 𝙥𝙤𝙪𝙧 𝙚̂𝙩𝙧𝙚 𝙚𝙣𝙧𝙚𝙜𝙞𝙨𝙩𝙧𝙚𝙧 𝙖𝙪𝙨𝙨𝙞  !!! 
===> *Destin Multi services*   ",['Commentaires non disponibles'],
https://www.campusfaso.bf/formations/rechercher-formation,"UNIVERSITÉ VIRTUELLE DU BURKINA FASO (UV-BF)
Les avantages pour les orientés :
Étudiez à votre rythme et n'importe où 
Une puce Orange avec 10Go/mois
Des ordinateurs subventionnés à 80% par l'État
Connexion internet dans toutes les universités et centres de recherches dans les regions
Une formation de haute qualité toute en restant à la maison
Espace Numérique Ouvert (ENO) disponible 
Assistance en ligne pour toutes difficultés
𝐒𝐞𝐬𝐬𝐢𝐨𝐧 𝐝𝐞 𝐫𝐚𝐭𝐭𝐫𝐚𝐩𝐚𝐠𝐞 𝐝𝐞𝐬 𝐨𝐫𝐢𝐞𝐧𝐭𝐚𝐭𝐢𝐨𝐧𝐬 𝐝𝐮 𝟎𝟕 𝐚𝐮 𝟏𝟕 𝐬𝐞𝐩𝐭𝐞𝐦𝐛𝐫𝐞 𝟐𝟎𝟐𝟒
Retrouvez les filières de l'UV-BF ici  https://www.campusfaso.bf/formations/rechercher-formation
L'université sans frontières! 
Pour plus d'informations : www.uv.bf
#BurkinaFaso #université #institut",['Commentaires non disponibles'],
https://www.campusfaso.bf/formations/rechercher-formation,"𝗨𝗡𝗜𝗩𝗘𝗥𝗦𝗜𝗧𝗘 𝗩𝗜𝗥𝗧𝗨𝗘𝗟𝗟𝗘 𝗗𝗨 𝗕𝗨𝗥𝗞𝗜𝗡𝗔 𝗙𝗔𝗦𝗢
Seulement à Université Virtuelle du Burkina Faso - UVBF 
𝐒𝐞𝐬𝐬𝐢𝐨𝐧 𝐝𝐞 𝐫𝐚𝐭𝐭𝐫𝐚𝐩𝐚𝐠𝐞 𝐝𝐞𝐬 𝐨𝐫𝐢𝐞𝐧𝐭𝐚𝐭𝐢𝐨𝐧𝐬 𝐝𝐮 𝟎𝟕 𝐚𝐮 𝟏𝟕 𝐬𝐞𝐩𝐭𝐞𝐦𝐛𝐫𝐞 𝟐𝟎𝟐𝟒
Retrouvez filières de l'UV-BF ici  https://www.campusfaso.bf/formations/rechercher-formation
L'université sans frontières! ",['Commentaires non disponibles'],
https://www.facebook.com/uvburkina," Rappel du jour. 
 15 octobre 
 Rencontre d'accueil et d'information
 8h 00.
 Lieu, Facebook live sur la page de l'université virtuelle en ligne et en présentiel à L'ENO 
https://www.facebook.com/uvburkina.
NB: Aucun déplacement à  l'UVBF n'est exigé
.",,
https://www.youtube.com/watch?v=5J1dOLpAiiw...,"Thème du jour : ""Comment se connecter à la plateforme de formation de l'UV-BF ?""
Chers étudiants, cette vidéo vous guidera étape par étape pour effectuer votre première connexion à notre plateforme de formation en ligne. N'oubliez pas de suivre chaque étape pour vous assurer un accès rapide et sécurisé à vos cours.
Astuce : Prenez des notes pendant la vidéo pour vous rappeler des informations clés.
Vous trouverez plus de tutoriels vidéo sur la chaîne YouTube de l'UV-BF à travers ce lien : https://www.youtube.com/watch?v=5J1dOLpAiiw...
Ensemble, maîtrisons la plateforme pour réussir cette année académique.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
jobs_zpid,Université Esch-sur-Alzette (L): Associate Professor of Educational Testing (F3-070006) https://t.co/ar8693zs35,,Mon Oct 21 09:33:07 +0000 2024
ldh-paris-14-6-7,"30e Université d'automne de la #LDH : être jeune aujourd'hui
Venez réfléchir à la place des jeunes
Il s'agira de croiser la parole de spécialistes avec celles de jeunes sur un sujet de société central qui renvoie à la question des droits de manière transversale. #UALDH24 @LDH_Fr https://t.co/XeCYE14zuK",,Mon Oct 21 08:52:33 +0000 2024
les volcans news,"#Bukavu : l'Institut Supérieur Pédagogique (#ISP) de #Bukavu a perdu l'un de ses éminents membres, le professeur docteur #Donia_Mwati, du département de Mathématiques.

 Ancien élève de l’#Université_de_Liège, le professeur #Mwati a consacré sa vie à l’enseignement et à la https://t.co/Zlp7Wqqa0Z",,Tue Oct 22 08:56:48 +0000 2024
lulla,"@BFMTV Pdt ce temps-là, à l'Université de Tours des prof d'extrême gauche menace des étudiants. 🤡🤡
 
https://t.co/rXOZ0KVCLH",,Tue Oct 22 08:14:12 +0000 2024
lulla,"@GilbertCollard Sans oublier, l'Université de Tours et ces professeurs d'extrême gauche qui menacent des étudiants.
@CNEWS 
@Valeurs 
https://t.co/rXOZ0KVCLH",,Tue Oct 22 08:12:17 +0000 2024
lulla,"@dupontaignan Sans oublier, l'Université de Tours et ces professeurs d'extrême gauche qui menacent des étudiants.

https://t.co/rXOZ0KVCLH",,Tue Oct 22 08:10:18 +0000 2024
metavers-tribune,"Un ""Métaverse éducatif et participatif"" pour l'aménagement urbain à l'Université d'Erfurt,https://t.co/KwZsuFcAGO author @berendes",,Mon Oct 21 18:02:04 +0000 2024
moimoi,@edwyplenel @FannyMarlier @Mediapart l'Université s'inquiète de la fin de la récréation ?,,Mon Oct 21 18:42:22 +0000 2024
ndiaye madicke,"@basirou_barou12 @autruicomoi @MameBallaMbow2 Oui.
Lui le Ministre de l'agriculture a le sang de l'entrepreneur.
Je rappelle quand il était étudiant de l'UGB,il avait tout le temps sa motocyclette ""Sy"" et son ordinateur et il fournissait des légumes aux restaurant de l'Université de Dakar.
Boy Yeumbeul.",,Mon Oct 21 14:42:09 +0000 2024
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV-BF ? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en moins d'une semaine
subventionnés par l'état à 85%",,
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV-BF ? souscrit dès maintenant sur ordinateur.campusfaso.bf… En voir plus",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en moins d'une semaine
subventionnés par l'état à 85%",,
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en moins d'une semaine
subventionnés par l'état à 85%
Assistance :  69 50 36 99 ",,
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en moins d'une semaine
subventionnés par l'état à 85%
Source : CaCampusFaso",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en moins d'une semaine
subventionnés par l'état à 85%
Source : CampusFaso",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en mois d'une semaine
subventionnés par l'état à 85%",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en mois d'une semaine
subventionnés par l'état à 85%
#Campusfaso",,
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en mois d'une semaine
subventionnés par l'état à 85%
Assistance 75403832",,
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en mois d'une semaine
subventionnés par l'état à 85%
Passe l'information à ton frère ou à ton voisin ",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
Livraison en mois d'une semaine
subventionnés par l'état à 85%
Source #Campusfaso",,
ordinateur.campusfaso.bf," 1 étudiant 1 ordinateur / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf… En voir plus",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," 1 𝗲́𝘁𝘂𝗱𝗶𝗮𝗻𝘁 1 𝗼𝗿𝗱𝗶𝗻𝗮𝘁𝗲𝘂𝗿 / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
 Assistant dépôt  77 14 81 14  
Livraison en mois d'une semaine
subventionnés par l'état à 85%
𝗚𝗿𝗼𝘂𝗽𝗲 𝗪𝗵𝗮𝘁𝘀𝗮𝗽𝗽
https://chat.whatsapp.com/Cq8XVx00ldHEHhGmWivMsp
#aiubf",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," 1 𝗲́𝘁𝘂𝗱𝗶𝗮𝗻𝘁 1 𝗼𝗿𝗱𝗶𝗻𝗮𝘁𝗲𝘂𝗿 / Université Virtuelle du Burkina Faso - UVBF 
Ouverture de la plateforme au profit des étudiants de l'université virtuelle
Tu es orienté à l'UV? souscrit dès maintenant sur ordinateur.campusfaso.bf
 Assistant dépôt 77 14 81 14 
Livraison en mois d'une semaine
subventionnés par l'état à 85%
𝗚𝗿𝗼𝘂𝗽𝗲 𝗪𝗵𝗮𝘁𝘀𝗮𝗽𝗽
https://chat.whatsapp.com/Cq8XVx00ldHEHhGmWivMsp
#aiubf",['Commentaires non disponibles'],
ordinateur.campusfaso.bf," ATTENTION !
Ceci est une intox, les ordinateurs dans le cadre du programme 1 étudiant 1 ordinateur sont exclusivement accessibles via une souscription sur la plateforme ordinateur.campusfaso.bf et bénéficier de la subvention de l'état.",['Commentaires non disponibles'],
pima,@EYKessler @LCP @_LICRA_ @Myriamencaoua Université des soutiens au génocide en cours.,,Mon Oct 21 09:03:04 +0000 2024
purgans flamma,"Bah alors ! l'Université est réservée qu'aux personnes d'extrême gauche ? Depuis le temps qu'on le dit que les profs sont des pires raclures a faire la cancel culture française et a bourrer le crâne aux plus jeunes .... 
Sortez-moi tous ces connards VITE !!",,Tue Oct 22 09:59:05 +0000 2024
sokhna Adja 🍀💕💕,"Attention à l’Université Cheikh Anta Diop ! Il y a actuellement une grève en cours et la police utilise des gaz lacrymogènes. Si vous êtes sur place ou prévoyez de vous y rendre, soyez prudents et protégez-vous",,Mon Oct 21 11:38:11 +0000 2024
"uOttawa | Faculté de médecine, Faculty of Medicine","✨ Le dynamisme de @uOttawaMed propulse l'Université parmi les 5 meilleures universités canadiennes « avec faculté de médecine et programmes de doctorat » pour la 2e année consécutive, selon @macleans! 🎓🩺

En savoir plus : https://t.co/emHSK6QMXr

#MedEd #Excellence https://t.co/FwxaEO6un1",,Mon Oct 21 19:35:24 +0000 2024
